,equipmentId,dateTime,load
0,50282127,2023-05-01T00:00:00,3740.35
1,50282127,2023-05-01T00:15:00,4383.86
2,50282127,2023-05-01T00:30:00,3124.8
3,50282127,2023-05-01T00:45:00,2250.66
4,50282127,2023-05-01T01:00:00,2119.22
5,50282127,2023-05-01T01:15:00,1870.04
6,50282127,2023-05-01T01:30:00,1650.7
7,50282127,2023-05-01T01:45:00,1731.07
8,50282127,2023-05-01T02:00:00,1817.63
9,50282127,2023-05-01T02:15:00,1435.39
10,50282127,2023-05-01T02:30:00,1827.57
11,50282127,2023-05-01T02:45:00,1424.1
12,50282127,2023-05-01T03:00:00,1908.21
13,50282127,2023-05-01T03:15:00,1599.63
14,50282127,2023-05-01T03:30:00,1516.3
15,50282127,2023-05-01T03:45:00,2371.89
16,50282127,2023-05-01T04:00:00,1951.49
17,50282127,2023-05-01T04:15:00,1552.32
18,50282127,2023-05-01T04:30:00,2046.91
19,50282127,2023-05-01T04:45:00,2517.58
20,50282127,2023-05-01T05:00:00,2912.72
21,50282127,2023-05-01T05:15:00,2930.46
22,50282127,2023-05-01T05:30:00,2588.01
23,50282127,2023-05-01T05:45:00,2407.64
24,50282127,2023-05-01T06:00:00,2639.08
25,50282127,2023-05-01T06:15:00,2587.47
26,50282127,2023-05-01T06:30:00,3611.06
27,50282127,2023-05-01T06:45:00,3922.06
28,50282127,2023-05-01T07:00:00,4273.11
29,50282127,2023-05-01T07:15:00,3734.44
30,50282127,2023-05-01T07:30:00,3258.93
31,50282127,2023-05-01T07:45:00,3477.2
32,50282127,2023-05-01T08:00:00,4072.32
33,50282127,2023-05-01T08:15:00,4754.27
34,50282127,2023-05-01T08:30:00,5299.66
35,50282127,2023-05-01T08:45:00,5410.68
36,50282127,2023-05-01T09:00:00,4746.47
37,50282127,2023-05-01T09:15:00,4905.6
38,50282127,2023-05-01T09:30:00,4869.31
39,50282127,2023-05-01T09:45:00,5014.19
40,50282127,2023-05-01T10:00:00,5507.98
41,50282127,2023-05-01T10:15:00,5332.19
42,50282127,2023-05-01T10:30:00,5972.74
43,50282127,2023-05-01T10:45:00,8567.46
44,50282127,2023-05-01T11:00:00,7703.0
45,50282127,2023-05-01T11:15:00,6324.86
46,50282127,2023-05-01T11:30:00,7796.81
47,50282127,2023-05-01T11:45:00,6964.61
48,50282127,2023-05-01T12:00:00,4542.72
49,50282127,2023-05-01T12:15:00,2735.58
50,50282127,2023-05-01T12:30:00,143.27
51,50282127,2023-05-01T12:45:00,-311.0
52,50282127,2023-05-01T13:00:00,-490.56
53,50282127,2023-05-01T13:15:00,-59.14
54,50282127,2023-05-01T13:30:00,3854.86
55,50282127,2023-05-01T13:45:00,4652.66
56,50282127,2023-05-01T14:00:00,3509.45
57,50282127,2023-05-01T14:15:00,3749.22
58,50282127,2023-05-01T14:30:00,2695.8
59,50282127,2023-05-01T14:45:00,895.64
60,50282127,2023-05-01T15:00:00,3294.68
61,50282127,2023-05-01T15:15:00,3758.09
62,50282127,2023-05-01T15:30:00,5694.8
63,50282127,2023-05-01T15:45:00,6347.17
64,50282127,2023-05-01T16:00:00,7957.82
65,50282127,2023-05-01T16:15:00,8667.46
66,50282127,2023-05-01T16:30:00,8400.81
67,50282127,2023-05-01T16:45:00,7400.6
68,50282127,2023-05-01T17:00:00,6054.99
69,50282127,2023-05-01T17:15:00,6137.24
70,50282127,2023-05-01T17:30:00,7322.11
71,50282127,2023-05-01T17:45:00,7555.16
72,50282127,2023-05-01T18:00:00,7634.19
73,50282127,2023-05-01T18:15:00,8362.64
74,50282127,2023-05-01T18:30:00,9194.84
75,50282127,2023-05-01T18:45:00,8466.93
76,50282127,2023-05-01T19:00:00,8493.0
77,50282127,2023-05-01T19:15:00,8724.17
78,50282127,2023-05-01T19:30:00,9052.38
79,50282127,2023-05-01T19:45:00,9218.76
80,50282127,2023-05-01T20:00:00,8886.26
81,50282127,2023-05-01T20:15:00,8794.33
82,50282127,2023-05-01T20:30:00,8102.98
83,50282127,2023-05-01T20:45:00,7914.01
84,50282127,2023-05-01T21:00:00,8968.24
85,50282127,2023-05-01T21:15:00,7997.88
86,50282127,2023-05-01T21:30:00,7089.06
87,50282127,2023-05-01T21:45:00,7104.92
88,50282127,2023-05-01T22:00:00,7016.49
89,50282127,2023-05-01T22:15:00,6522.16
90,50282127,2023-05-01T22:30:00,5407.72
91,50282127,2023-05-01T22:45:00,4648.09
92,50282127,2023-05-01T23:00:00,4337.63
93,50282127,2023-05-01T23:15:00,4227.95
94,50282127,2023-05-01T23:30:00,3817.5
95,50282127,2023-05-01T23:45:00,3427.47
96,50282127,2023-05-02T00:00:00,3358.66
97,50282127,2023-05-02T00:15:00,3074.53
98,50282127,2023-05-02T00:30:00,2376.73
99,50282127,2023-05-02T00:45:00,2758.69
100,50282127,2023-05-02T01:00:00,2784.5
101,50282127,2023-05-02T01:15:00,3140.66
102,50282127,2023-05-02T01:30:00,2495.0
103,50282127,2023-05-02T01:45:00,2946.05
104,50282127,2023-05-02T02:00:00,3482.84
105,50282127,2023-05-02T02:15:00,3541.98
106,50282127,2023-05-02T02:30:00,3512.14
107,50282127,2023-05-02T02:45:00,3426.93
108,50282127,2023-05-02T03:00:00,3158.4
109,50282127,2023-05-02T03:15:00,3175.6
110,50282127,2023-05-02T03:30:00,3491.71
111,50282127,2023-05-02T03:45:00,4047.59
112,50282127,2023-05-02T04:00:00,4399.72
113,50282127,2023-05-02T04:15:00,5392.13
114,50282127,2023-05-02T04:30:00,6555.23
115,50282127,2023-05-02T04:45:00,6962.19
116,50282127,2023-05-02T05:00:00,8953.19
117,50282127,2023-05-02T05:15:00,9746.69
118,50282127,2023-05-02T05:30:00,10186.18
119,50282127,2023-05-02T05:45:00,9866.57
120,50282127,2023-05-02T06:00:00,9458.0
121,50282127,2023-05-02T06:15:00,9373.06
122,50282127,2023-05-02T06:30:00,10114.14
123,50282127,2023-05-02T06:45:00,10991.5
124,50282127,2023-05-02T07:00:00,11458.94
125,50282127,2023-05-02T07:15:00,11539.85
126,50282127,2023-05-02T07:30:00,11391.48
127,50282127,2023-05-02T07:45:00,11165.68
128,50282127,2023-05-02T08:00:00,10982.09
129,50282127,2023-05-02T08:15:00,9422.51
130,50282127,2023-05-02T08:30:00,7529.09
131,50282127,2023-05-02T08:45:00,5388.63
132,50282127,2023-05-02T09:00:00,3663.47
133,50282127,2023-05-02T09:15:00,2508.71
134,50282127,2023-05-02T09:30:00,5208.27
135,50282127,2023-05-02T09:45:00,6622.43
136,50282127,2023-05-02T10:00:00,6600.11
137,50282127,2023-05-02T10:15:00,6737.47
138,50282127,2023-05-02T10:30:00,6530.23
139,50282127,2023-05-02T10:45:00,8254.31
140,50282127,2023-05-02T11:00:00,4931.94
141,50282127,2023-05-02T11:15:00,4671.48
142,50282127,2023-05-02T11:30:00,5442.93
143,50282127,2023-05-02T11:45:00,6338.84
144,50282127,2023-05-02T12:00:00,5518.19
145,50282127,2023-05-02T12:15:00,3865.88
146,50282127,2023-05-02T12:30:00,7308.4
147,50282127,2023-05-02T12:45:00,7082.61
148,50282127,2023-05-02T13:00:00,5327.89
149,50282127,2023-05-02T13:15:00,4209.14
