,dateTime,load,temperature,hotspotTemperature
0,2023-05-01T00:00:00,3329.3,12.92,0.0
1,2023-05-01T00:15:00,3246.89,12.92,0.0
2,2023-05-01T00:30:00,3239.95,12.92,0.0
3,2023-05-01T00:45:00,3194.8,12.92,0.0
4,2023-05-01T01:00:00,3210.44,12.51,0.0
5,2023-05-01T01:15:00,3158.51,12.51,0.0
6,2023-05-01T01:30:00,3134.8,12.51,0.0
7,2023-05-01T01:45:00,3135.93,12.51,0.0
8,2023-05-01T02:00:00,3129.48,11.8,0.0
9,2023-05-01T02:15:00,3113.35,11.8,0.0
10,2023-05-01T02:30:00,3106.58,11.8,0.0
11,2023-05-01T02:45:00,3123.83,11.8,0.0
12,2023-05-01T03:00:00,3132.22,11.2,0.0
13,2023-05-01T03:15:00,3142.38,11.2,0.0
14,2023-05-01T03:30:00,3185.12,11.2,0.0
15,2023-05-01T03:45:00,3156.09,11.2,0.0
16,2023-05-01T04:00:00,3170.76,10.94,0.0
17,2023-05-01T04:15:00,3243.66,10.94,0.0
18,2023-05-01T04:30:00,3288.66,10.94,0.0
19,2023-05-01T04:45:00,3367.04,10.94,0.0
20,2023-05-01T05:00:00,3420.59,10.83,0.0
21,2023-05-01T05:15:00,3493.65,10.83,0.0
22,2023-05-01T05:30:00,3558.8,10.83,0.0
23,2023-05-01T05:45:00,3655.89,10.83,0.0
24,2023-05-01T06:00:00,3704.12,11.22,0.0
25,2023-05-01T06:15:00,3760.89,11.22,0.0
26,2023-05-01T06:30:00,3835.88,11.22,0.0
27,2023-05-01T06:45:00,3911.04,11.22,0.0
28,2023-05-01T07:00:00,4056.51,11.93,0.0
29,2023-05-01T07:15:00,4131.03,11.93,0.0
30,2023-05-01T07:30:00,4280.53,11.93,0.0
31,2023-05-01T07:45:00,4381.01,11.93,0.0
32,2023-05-01T08:00:00,4379.24,13.1,0.0
33,2023-05-01T08:15:00,4369.88,13.1,0.0
34,2023-05-01T08:30:00,4266.02,13.1,0.0
35,2023-05-01T08:45:00,4370.85,13.1,0.0
36,2023-05-01T09:00:00,4663.25,14.32,0.0
37,2023-05-01T09:15:00,4660.51,14.32,0.0
38,2023-05-01T09:30:00,4570.19,14.32,0.0
39,2023-05-01T09:45:00,4513.74,14.32,0.0
40,2023-05-01T10:00:00,4606.16,14.73,0.0
41,2023-05-01T10:15:00,4470.2,14.73,0.0
42,2023-05-01T10:30:00,4258.44,14.73,0.0
43,2023-05-01T10:45:00,4361.66,14.73,0.0
44,2023-05-01T11:00:00,4547.94,15.67,0.0
45,2023-05-01T11:15:00,4283.27,15.67,0.0
46,2023-05-01T11:30:00,4580.51,15.67,0.0
47,2023-05-01T11:45:00,4648.57,15.67,0.0
48,2023-05-01T12:00:00,4235.86,16.06,0.0
49,2023-05-01T12:15:00,4083.61,16.06,0.0
50,2023-05-01T12:30:00,3851.69,16.06,0.0
51,2023-05-01T12:45:00,4365.69,16.06,0.0
52,2023-05-01T13:00:00,4588.74,16.46,0.0
53,2023-05-01T13:15:00,4179.57,16.46,0.0
54,2023-05-01T13:30:00,3915.23,16.46,0.0
55,2023-05-01T13:45:00,3978.94,16.46,0.0
56,2023-05-01T14:00:00,3715.73,16.16,0.0
57,2023-05-01T14:15:00,3630.74,16.16,0.0
58,2023-05-01T14:30:00,3562.51,16.16,0.0
