,dateTime,load,temperature,hotspotTemperature
0,2023-05-01T00:00:00,6350.91,10.24,25.71
1,2023-05-01T00:15:00,6220.13,10.24,25.71
2,2023-05-01T00:30:00,6110.17,10.24,25.71
3,2023-05-01T00:45:00,6118.38,10.24,25.71
4,2023-05-01T01:00:00,6109.58,9.93,25.71
5,2023-05-01T01:15:00,6015.45,9.93,25.71
6,2023-05-01T01:30:00,5367.98,9.93,25.71
7,2023-05-01T01:45:00,5193.51,9.93,25.71
8,2023-05-01T02:00:00,5300.54,9.31,25.71
9,2023-05-01T02:15:00,5267.7,9.31,25.71
10,2023-05-01T02:30:00,5303.18,9.31,25.71
11,2023-05-01T02:45:00,5434.84,9.31,24.57
12,2023-05-01T03:00:00,5580.88,9.25,24.43
13,2023-05-01T03:15:00,5417.25,9.25,24.43
14,2023-05-01T03:30:00,5869.13,9.25,24.43
15,2023-05-01T03:45:00,6074.1,9.25,24.43
16,2023-05-01T04:00:00,6247.69,9.19,24.43
17,2023-05-01T04:15:00,6385.81,9.19,24.43
18,2023-05-01T04:30:00,6311.03,9.19,24.43
19,2023-05-01T04:45:00,6384.64,9.19,24.43
20,2023-05-01T05:00:00,6366.16,8.71,24.43
21,2023-05-01T05:15:00,6440.06,8.71,24.43
22,2023-05-01T05:30:00,6305.46,8.71,24.43
23,2023-05-01T05:45:00,6060.02,8.71,24.43
24,2023-05-01T06:00:00,5662.69,9.23,24.43
25,2023-05-01T06:15:00,5905.49,9.23,24.43
26,2023-05-01T06:30:00,6027.18,9.23,24.43
27,2023-05-01T06:45:00,6092.57,9.23,24.43
28,2023-05-01T07:00:00,5675.88,10.45,24.43
29,2023-05-01T07:15:00,5761.8,10.45,24.43
30,2023-05-01T07:30:00,5010.53,10.45,24.43
31,2023-05-01T07:45:00,4041.97,10.45,24.43
32,2023-05-01T08:00:00,4354.56,12.67,24.43
33,2023-05-01T08:15:00,4383.3,12.67,24.43
34,2023-05-01T08:30:00,4477.43,12.67,24.43
35,2023-05-01T08:45:00,4953.64,12.67,25.65
36,2023-05-01T09:00:00,5640.4,14.48,25.71
37,2023-05-01T09:15:00,6454.72,14.48,25.71
38,2023-05-01T09:30:00,6679.63,14.48,25.71
39,2023-05-01T09:45:00,6928.88,14.48,25.71
40,2023-05-01T10:00:00,6530.37,14.66,25.71
41,2023-05-01T10:15:00,5797.58,14.66,25.71
42,2023-05-01T10:30:00,3792.43,14.66,25.71
43,2023-05-01T10:45:00,5833.94,14.66,26.19
44,2023-05-01T11:00:00,6313.09,15.13,26.81
45,2023-05-01T11:15:00,5812.82,15.13,26.81
46,2023-05-01T11:30:00,4372.45,15.13,26.81
47,2023-05-01T11:45:00,5689.08,15.13,26.81
48,2023-05-01T12:00:00,6398.42,13.85,26.81
49,2023-05-01T12:15:00,6300.77,13.85,26.81
50,2023-05-01T12:30:00,4156.92,13.85,26.81
51,2023-05-01T12:45:00,1709.57,13.85,26.81
52,2023-05-01T13:00:00,2777.53,14.48,26.81
53,2023-05-01T13:15:00,1114.88,14.48,26.81
54,2023-05-01T13:30:00,1982.57,14.48,26.81
55,2023-05-01T13:45:00,4546.34,14.48,27.81
56,2023-05-01T14:00:00,4172.46,15.66,27.91
57,2023-05-01T14:15:00,3683.93,15.66,27.91
58,2023-05-01T14:30:00,3562.82,15.66,26.94
59,2023-05-01T14:45:00,2626.81,15.66,26.81
60,2023-05-01T15:00:00,2155.87,15.04,26.81
61,2023-05-01T15:15:00,2503.36,15.04,26.81
62,2023-05-01T15:30:00,3044.67,15.04,26.81
63,2023-05-01T15:45:00,4265.71,15.04,26.81
64,2023-05-01T16:00:00,5047.18,15.62,26.81
65,2023-05-01T16:15:00,7146.46,15.62,26.81
66,2023-05-01T16:30:00,7810.94,15.62,26.81
67,2023-05-01T16:45:00,6640.04,15.62,26.81
68,2023-05-01T17:00:00,5978.21,14.31,26.81
69,2023-05-01T17:15:00,5646.27,14.31,26.81
70,2023-05-01T17:30:00,6344.46,14.31,26.81
71,2023-05-01T17:45:00,6302.53,14.31,26.81
72,2023-05-01T18:00:00,6368.8,13.83,26.81
73,2023-05-01T18:15:00,6721.56,13.83,26.81
74,2023-05-01T18:30:00,6967.59,13.83,26.81
75,2023-05-01T18:45:00,7273.44,13.83,26.81
76,2023-05-01T19:00:00,7052.04,12.77,26.81
77,2023-05-01T19:15:00,7116.85,12.77,26.81
78,2023-05-01T19:30:00,7236.49,12.77,26.81
79,2023-05-01T19:45:00,7988.93,12.77,26.81
80,2023-05-01T20:00:00,8569.54,11.2,26.81
81,2023-05-01T20:15:00,8791.23,11.2,26.81
82,2023-05-01T20:30:00,8957.2,11.2,26.81
83,2023-05-01T20:45:00,9217.89,11.2,26.07
84,2023-05-01T21:00:00,9317.0,9.97,25.71
85,2023-05-01T21:15:00,9083.58,9.97,25.71
86,2023-05-01T21:30:00,8772.75,9.97,25.71
87,2023-05-01T21:45:00,8485.97,9.97,25.71
88,2023-05-01T22:00:00,8290.67,9.18,25.71
89,2023-05-01T22:15:00,8364.27,9.18,25.71
90,2023-05-01T22:30:00,8131.74,9.18,25.71
91,2023-05-01T22:45:00,7489.84,9.18,25.71
92,2023-05-01T23:00:00,6164.12,8.33,25.71
93,2023-05-01T23:15:00,5463.87,8.33,25.71
94,2023-05-01T23:30:00,5867.95,8.33,25.71
95,2023-05-01T23:45:00,6164.12,8.33,25.71
96,2023-05-02T00:00:00,5760.63,7.4,24.69
97,2023-05-02T00:15:00,5783.21,7.4,24.43
98,2023-05-02T00:30:00,6136.85,7.4,24.43
99,2023-05-02T00:45:00,6053.57,7.4,24.43
100,2023-05-02T01:00:00,5698.76,7.73,24.43
101,2023-05-02T01:15:00,5655.65,7.73,24.43
102,2023-05-02T01:30:00,5415.49,7.73,24.43
103,2023-05-02T01:45:00,5477.65,7.73,24.43
104,2023-05-02T02:00:00,5457.72,8.22,24.43
105,2023-05-02T02:15:00,5629.85,8.22,24.43
106,2023-05-02T02:30:00,5940.09,8.22,24.43
107,2023-05-02T02:45:00,6074.98,8.22,24.43
108,2023-05-02T03:00:00,6211.63,8.27,24.43
109,2023-05-02T03:15:00,6294.9,8.27,23.3
110,2023-05-02T03:30:00,6392.26,8.27,23.26
111,2023-05-02T03:45:00,6312.79,8.27,23.26
112,2023-05-02T04:00:00,6864.08,8.4,23.26
113,2023-05-02T04:15:00,7074.03,8.4,23.26
114,2023-05-02T04:30:00,7200.13,8.4,23.26
115,2023-05-02T04:45:00,7293.38,8.4,23.26
116,2023-05-02T05:00:00,7412.43,8.58,23.26
117,2023-05-02T05:15:00,7645.85,8.58,23.26
118,2023-05-02T05:30:00,8059.31,8.58,23.26
119,2023-05-02T05:45:00,8357.53,8.58,23.26
120,2023-05-02T06:00:00,8132.91,8.86,23.26
121,2023-05-02T06:15:00,7709.77,8.86,23.26
122,2023-05-02T06:30:00,8452.54,8.86,23.26
123,2023-05-02T06:45:00,9163.34,8.86,23.26
124,2023-05-02T07:00:00,9606.13,9.32,23.26
125,2023-05-02T07:15:00,9549.53,9.32,23.26
126,2023-05-02T07:30:00,9391.48,9.32,23.26
127,2023-05-02T07:45:00,8936.67,9.32,23.26
128,2023-05-02T08:00:00,8070.16,9.68,23.26
129,2023-05-02T08:15:00,6736.81,9.68,23.26
130,2023-05-02T08:30:00,6304.29,9.68,23.58
131,2023-05-02T08:45:00,5091.76,9.68,24.47
132,2023-05-02T09:00:00,3241.73,10.69,24.47
133,2023-05-02T09:15:00,3007.43,10.69,24.47
134,2023-05-02T09:30:00,5568.56,10.69,24.47
135,2023-05-02T09:45:00,6326.87,10.69,24.61
136,2023-05-02T10:00:00,5872.35,11.59,25.71
137,2023-05-02T10:15:00,3826.74,11.59,25.71
138,2023-05-02T10:30:00,2904.51,11.59,25.71
