,dateTime,load,temperature,hotspotTemperature
0,2023-05-01T00:00:00,2329.73,12.02,23.25
1,2023-05-01T00:15:00,2249.19,12.02,23.25
2,2023-05-01T00:30:00,2212.81,12.02,23.25
3,2023-05-01T00:45:00,2186.56,12.02,23.25
4,2023-05-01T01:00:00,2176.13,11.75,23.25
5,2023-05-01T01:15:00,2156.6,11.75,23.25
6,2023-05-01T01:30:00,2104.08,11.75,23.25
7,2023-05-01T01:45:00,2082.3,11.75,23.25
8,2023-05-01T02:00:00,2130.2,11.51,23.25
9,2023-05-01T02:15:00,2134.54,11.51,23.25
10,2023-05-01T02:30:00,2133.62,11.51,23.25
11,2023-05-01T02:45:00,2181.36,11.51,23.25
12,2023-05-01T03:00:00,2231.63,11.21,23.25
13,2023-05-01T03:15:00,2327.42,11.21,23.25
14,2023-05-01T03:30:00,2319.74,11.21,23.25
15,2023-05-01T03:45:00,2241.25,11.21,23.25
16,2023-05-01T04:00:00,2088.68,10.53,23.25
17,2023-05-01T04:15:00,1746.31,10.53,22.88
18,2023-05-01T04:30:00,1803.79,10.53,22.22
19,2023-05-01T04:45:00,1900.6,10.53,22.22
20,2023-05-01T05:00:00,1834.48,9.51,22.22
21,2023-05-01T05:15:00,1925.93,9.51,22.22
22,2023-05-01T05:30:00,2035.66,9.51,22.22
23,2023-05-01T05:45:00,2049.66,9.51,22.22
24,2023-05-01T06:00:00,2077.91,9.92,22.22
25,2023-05-01T06:15:00,2024.4,9.92,22.22
26,2023-05-01T06:30:00,2199.94,9.92,22.22
27,2023-05-01T06:45:00,2165.11,9.92,22.22
28,2023-05-01T07:00:00,2399.12,11.11,22.22
29,2023-05-01T07:15:00,2398.15,11.11,22.22
30,2023-05-01T07:30:00,2119.85,11.11,22.22
31,2023-05-01T07:45:00,2158.2,11.11,22.22
32,2023-05-01T08:00:00,1956.55,11.73,22.22
33,2023-05-01T08:15:00,1592.08,11.73,22.22
34,2023-05-01T08:30:00,905.74,11.73,22.22
35,2023-05-01T08:45:00,233.75,11.73,23.35
36,2023-05-01T09:00:00,57.77,13.12,24.22
37,2023-05-01T09:15:00,688.1,13.12,24.22
38,2023-05-01T09:30:00,632.08,13.12,24.22
39,2023-05-01T09:45:00,-95.32,13.12,24.22
40,2023-05-01T10:00:00,-441.26,14.61,25.11
41,2023-05-01T10:15:00,-421.26,14.61,25.25
42,2023-05-01T10:30:00,-1080.34,14.61,25.25
43,2023-05-01T10:45:00,-1476.9,14.61,25.25
44,2023-05-01T11:00:00,-1367.75,15.3,25.25
45,2023-05-01T11:15:00,-1538.3,15.3,25.25
46,2023-05-01T11:30:00,-1528.82,15.3,25.25
47,2023-05-01T11:45:00,-1745.23,15.3,25.25
48,2023-05-01T12:00:00,-1724.72,16.32,25.25
49,2023-05-01T12:15:00,-1762.77,16.32,25.25
50,2023-05-01T12:30:00,-1602.85,16.32,25.25
51,2023-05-01T12:45:00,-1650.55,16.32,25.25
52,2023-05-01T13:00:00,-1602.03,16.21,25.25
53,2023-05-01T13:15:00,-1619.19,16.21,25.9
54,2023-05-01T13:30:00,-1568.49,16.21,26.32
55,2023-05-01T13:45:00,-968.59,16.21,26.32
56,2023-05-01T14:00:00,-1217.56,15.79,26.32
57,2023-05-01T14:15:00,-982.86,15.79,26.32
58,2023-05-01T14:30:00,-865.71,15.79,26.32
59,2023-05-01T14:45:00,-602.05,15.79,26.32
60,2023-05-01T15:00:00,-451.22,15.26,26.32
61,2023-05-01T15:15:00,-243.65,15.26,26.32
62,2023-05-01T15:30:00,42.18,15.26,26.32
63,2023-05-01T15:45:00,391.06,15.26,26.32
64,2023-05-01T16:00:00,719.51,15.1,26.32
65,2023-05-01T16:15:00,1006.9,15.1,25.92
66,2023-05-01T16:30:00,1289.71,15.1,25.49
67,2023-05-01T16:45:00,1381.38,15.1,25.3
68,2023-05-01T17:00:00,1540.33,14.92,25.3
69,2023-05-01T17:15:00,1778.32,14.92,25.3
70,2023-05-01T17:30:00,2095.51,14.92,25.3
71,2023-05-01T17:45:00,2162.25,14.92,25.3
72,2023-05-01T18:00:00,2329.65,14.35,24.58
73,2023-05-01T18:15:00,2511.58,14.35,24.27
74,2023-05-01T18:30:00,2563.17,14.35,24.27
75,2023-05-01T18:45:00,2490.55,14.35,23.84
76,2023-05-01T19:00:00,2573.04,13.01,23.2
77,2023-05-01T19:15:00,2723.0,13.01,23.2
78,2023-05-01T19:30:00,2797.8,13.01,23.2
79,2023-05-01T19:45:00,2759.83,13.01,23.2
80,2023-05-01T20:00:00,3066.7,11.17,23.2
81,2023-05-01T20:15:00,3080.61,11.17,23.2
82,2023-05-01T20:30:00,3035.75,11.17,23.2
83,2023-05-01T20:45:00,2938.86,11.17,23.2
84,2023-05-01T21:00:00,2856.31,9.74,23.2
85,2023-05-01T21:15:00,2803.25,9.74,23.2
86,2023-05-01T21:30:00,2679.42,9.74,23.2
87,2023-05-01T21:45:00,2495.27,9.74,23.2
88,2023-05-01T22:00:00,2364.58,9.79,23.2
89,2023-05-01T22:15:00,2241.27,9.79,23.2
90,2023-05-01T22:30:00,2142.07,9.79,23.2
91,2023-05-01T22:45:00,2138.43,9.79,23.2
92,2023-05-01T23:00:00,2283.09,9.22,23.2
93,2023-05-01T23:15:00,2203.19,9.22,23.2
94,2023-05-01T23:30:00,2130.51,9.22,23.2
95,2023-05-01T23:45:00,2054.84,9.22,23.2
96,2023-05-02T00:00:00,1927.23,9.95,23.2
97,2023-05-02T00:15:00,1887.87,9.95,23.2
98,2023-05-02T00:30:00,1856.54,9.95,23.2
99,2023-05-02T00:45:00,1832.4,9.95,23.2
100,2023-05-02T01:00:00,1813.75,10.23,23.2
101,2023-05-02T01:15:00,1772.29,10.23,23.2
102,2023-05-02T01:30:00,1712.08,10.23,23.2
103,2023-05-02T01:45:00,1790.68,10.23,23.2
104,2023-05-02T02:00:00,1864.51,10.27,23.2
105,2023-05-02T02:15:00,1955.59,10.27,23.2
106,2023-05-02T02:30:00,2020.26,10.27,23.2
107,2023-05-02T02:45:00,2052.23,10.27,23.2
108,2023-05-02T03:00:00,2143.35,10.03,23.2
109,2023-05-02T03:15:00,2069.92,10.03,23.2
110,2023-05-02T03:30:00,1997.25,10.03,23.2
111,2023-05-02T03:45:00,1824.76,10.03,21.73
112,2023-05-02T04:00:00,1805.43,9.45,21.25
113,2023-05-02T04:15:00,1736.22,9.45,21.25
114,2023-05-02T04:30:00,1855.39,9.45,21.25
115,2023-05-02T04:45:00,1606.59,9.45,21.25
116,2023-05-02T05:00:00,1689.29,9.86,21.25
117,2023-05-02T05:15:00,1735.14,9.86,21.25
118,2023-05-02T05:30:00,1988.47,9.86,20.24
119,2023-05-02T05:45:00,1976.83,9.86,19.36
120,2023-05-02T06:00:00,2014.25,10.01,19.2
121,2023-05-02T06:15:00,1784.27,10.01,19.92
122,2023-05-02T06:30:00,1684.53,10.01,20.12
123,2023-05-02T06:45:00,1841.19,10.01,19.16
124,2023-05-02T07:00:00,1432.18,10.24,19.66
125,2023-05-02T07:15:00,1017.6,10.24,19.71
126,2023-05-02T07:30:00,966.58,10.24,20.73
127,2023-05-02T07:45:00,900.4,10.24,20.22
128,2023-05-02T08:00:00,251.0,10.45,21.13
129,2023-05-02T08:15:00,-324.73,10.45,20.65
130,2023-05-02T08:30:00,-438.73,10.45,21.25
131,2023-05-02T08:45:00,-941.13,10.45,21.25
132,2023-05-02T09:00:00,-1040.07,11.5,21.25
133,2023-05-02T09:15:00,-1114.97,11.5,21.25
134,2023-05-02T09:30:00,-1227.15,11.5,21.25
135,2023-05-02T09:45:00,-1149.73,11.5,21.93
136,2023-05-02T10:00:00,-1648.53,12.56,22.27
137,2023-05-02T10:15:00,-1190.87,12.56,22.27
138,2023-05-02T10:30:00,-1851.78,12.56,22.27
139,2023-05-02T10:45:00,-1956.21,12.56,22.27
140,2023-05-02T11:00:00,-1950.83,13.48,22.27
141,2023-05-02T11:15:00,-1561.68,13.48,22.27
