,dateTime,load,temperature,hotspotTemperature
0,2023-05-01T00:00:00,0.0,12.92,16.55
1,2023-05-01T00:15:00,0.0,12.92,16.55
2,2023-05-01T00:30:00,0.0,12.92,16.55
3,2023-05-01T00:45:00,0.0,12.92,16.55
4,2023-05-01T01:00:00,0.0,12.51,16.55
5,2023-05-01T01:15:00,0.0,12.51,16.55
6,2023-05-01T01:30:00,0.0,12.51,16.55
7,2023-05-01T01:45:00,0.0,12.51,16.55
8,2023-05-01T02:00:00,0.0,11.8,16.55
9,2023-05-01T02:15:00,0.0,11.8,16.55
10,2023-05-01T02:30:00,0.0,11.8,16.55
11,2023-05-01T02:45:00,0.0,11.8,16.55
12,2023-05-01T03:00:00,0.0,11.2,16.55
13,2023-05-01T03:15:00,0.0,11.2,16.55
14,2023-05-01T03:30:00,0.0,11.2,16.55
15,2023-05-01T03:45:00,0.0,11.2,16.55
16,2023-05-01T04:00:00,0.0,10.94,16.55
17,2023-05-01T04:15:00,0.0,10.94,15.67
18,2023-05-01T04:30:00,0.0,10.94,15.39
19,2023-05-01T04:45:00,0.0,10.94,15.39
20,2023-05-01T05:00:00,0.0,10.83,15.39
21,2023-05-01T05:15:00,0.0,10.83,15.39
22,2023-05-01T05:30:00,0.0,10.83,15.39
23,2023-05-01T05:45:00,0.0,10.83,15.39
24,2023-05-01T06:00:00,0.0,11.22,15.39
25,2023-05-01T06:15:00,0.0,11.22,15.39
26,2023-05-01T06:30:00,0.0,11.22,15.39
27,2023-05-01T06:45:00,0.0,11.22,15.39
28,2023-05-01T07:00:00,0.0,11.93,15.39
29,2023-05-01T07:15:00,0.0,11.93,15.39
30,2023-05-01T07:30:00,0.0,11.93,15.39
31,2023-05-01T07:45:00,0.0,11.93,15.39
32,2023-05-01T08:00:00,0.0,13.1,15.39
33,2023-05-01T08:15:00,0.0,13.1,15.39
34,2023-05-01T08:30:00,0.0,13.1,15.39
35,2023-05-01T08:45:00,0.0,13.1,16.71
36,2023-05-01T09:00:00,0.0,14.32,16.73
37,2023-05-01T09:15:00,0.0,14.32,16.73
38,2023-05-01T09:30:00,0.0,14.32,16.73
39,2023-05-01T09:45:00,0.0,14.32,16.73
40,2023-05-01T10:00:00,0.0,14.73,16.73
41,2023-05-01T10:15:00,0.0,14.73,16.73
42,2023-05-01T10:30:00,0.0,14.73,16.73
43,2023-05-01T10:45:00,0.0,14.73,16.73
44,2023-05-01T11:00:00,0.0,15.67,16.73
45,2023-05-01T11:15:00,0.0,15.67,17.71
46,2023-05-01T11:30:00,0.0,15.67,17.83
47,2023-05-01T11:45:00,0.0,15.67,17.83
48,2023-05-01T12:00:00,0.0,16.06,17.83
49,2023-05-01T12:15:00,0.0,16.06,17.83
50,2023-05-01T12:30:00,0.0,16.06,17.83
51,2023-05-01T12:45:00,0.0,16.06,17.83
52,2023-05-01T13:00:00,0.0,16.46,17.83
53,2023-05-01T13:15:00,0.0,16.46,17.83
54,2023-05-01T13:30:00,0.0,16.46,17.83
55,2023-05-01T13:45:00,0.0,16.46,17.83
56,2023-05-01T14:00:00,0.0,16.16,17.83
