,dateTime,load,temperature,hotspotTemperature
0,2023-05-01T00:00:00,9596.83,12.86,57.29
1,2023-05-01T00:15:00,9366.5,12.86,56.87
2,2023-05-01T00:30:00,9204.47,12.86,56.87
3,2023-05-01T00:45:00,8996.07,12.86,56.87
4,2023-05-01T01:00:00,8835.72,12.45,56.16
5,2023-05-01T01:15:00,8764.73,12.45,54.75
6,2023-05-01T01:30:00,8649.07,12.45,54.75
7,2023-05-01T01:45:00,8570.49,12.45,54.75
8,2023-05-01T02:00:00,8551.44,11.8,54.75
9,2023-05-01T02:15:00,8484.67,11.8,53.63
10,2023-05-01T02:30:00,8432.23,11.8,52.75
11,2023-05-01T02:45:00,8408.63,11.8,52.75
12,2023-05-01T03:00:00,8450.78,11.25,52.75
13,2023-05-01T03:15:00,8431.73,11.25,52.75
14,2023-05-01T03:30:00,8445.21,11.25,52.75
15,2023-05-01T03:45:00,8191.96,11.25,52.75
16,2023-05-01T04:00:00,7960.63,10.98,52.75
17,2023-05-01T04:15:00,7989.46,10.98,52.75
18,2023-05-01T04:30:00,8143.74,10.98,52.75
19,2023-05-01T04:45:00,8281.66,10.98,52.75
20,2023-05-01T05:00:00,8461.57,10.81,52.75
21,2023-05-01T05:15:00,8581.45,10.81,52.75
22,2023-05-01T05:30:00,8762.03,10.81,52.75
23,2023-05-01T05:45:00,9030.46,10.81,52.75
24,2023-05-01T06:00:00,9352.17,11.17,52.75
25,2023-05-01T06:15:00,9582.33,11.17,52.75
26,2023-05-01T06:30:00,9642.69,11.17,52.75
27,2023-05-01T06:45:00,9991.04,11.17,52.75
28,2023-05-01T07:00:00,10423.19,11.92,52.75
29,2023-05-01T07:15:00,10908.11,11.92,52.75
30,2023-05-01T07:30:00,11331.16,11.92,52.75
31,2023-05-01T07:45:00,11906.12,11.92,52.75
32,2023-05-01T08:00:00,12302.02,13.18,52.75
33,2023-05-01T08:15:00,12401.67,13.18,53.38
34,2023-05-01T08:30:00,12217.71,13.18,54.75
35,2023-05-01T08:45:00,12533.52,13.18,54.75
36,2023-05-01T09:00:00,13631.69,14.46,54.75
37,2023-05-01T09:15:00,14039.89,14.46,56.22
38,2023-05-01T09:30:00,14316.58,14.46,56.75
39,2023-05-01T09:45:00,14309.0,14.46,56.75
40,2023-05-01T10:00:00,13883.93,15.0,57.85
41,2023-05-01T10:15:00,14131.62,15.0,58.87
42,2023-05-01T10:30:00,14258.58,15.0,58.87
43,2023-05-01T10:45:00,13838.23,15.0,58.87
44,2023-05-01T11:00:00,13502.19,15.5,58.87
45,2023-05-01T11:15:00,13825.76,15.5,58.87
46,2023-05-01T11:30:00,15020.7,15.5,58.87
47,2023-05-01T11:45:00,13514.84,15.5,58.87
48,2023-05-01T12:00:00,13244.05,16.03,58.87
49,2023-05-01T12:15:00,13666.42,16.03,58.87
50,2023-05-01T12:30:00,13153.84,16.03,58.87
51,2023-05-01T12:45:00,13365.79,16.03,58.87
52,2023-05-01T13:00:00,13655.97,16.49,58.87
