,dateTime,load,temperature,hotspotTemperature
0,2023-05-01T00:00:00,6393.73,10.24,25.64
1,2023-05-01T00:15:00,6260.89,10.24,25.64
2,2023-05-01T00:30:00,6152.39,10.24,25.64
3,2023-05-01T00:45:00,6159.14,10.24,25.64
4,2023-05-01T01:00:00,6149.46,9.93,25.09
5,2023-05-01T01:15:00,6054.45,9.93,24.53
6,2023-05-01T01:30:00,5406.11,9.93,24.53
7,2023-05-01T01:45:00,5228.99,9.93,24.53
8,2023-05-01T02:00:00,5338.37,9.31,24.53
9,2023-05-01T02:15:00,5306.11,9.31,24.53
10,2023-05-01T02:30:00,5340.42,9.31,24.53
11,2023-05-01T02:45:00,5470.62,9.31,24.53
12,2023-05-01T03:00:00,5618.7,9.25,24.53
13,2023-05-01T03:15:00,5455.08,9.25,24.53
14,2023-05-01T03:30:00,5908.42,9.25,24.53
15,2023-05-01T03:45:00,6113.69,9.25,24.53
16,2023-05-01T04:00:00,6287.57,9.19,24.53
17,2023-05-01T04:15:00,6426.27,9.19,23.74
18,2023-05-01T04:30:00,6351.79,9.19,23.44
19,2023-05-01T04:45:00,6423.64,9.19,23.44
20,2023-05-01T05:00:00,6404.58,8.71,23.44
21,2023-05-01T05:15:00,6477.89,8.71,23.44
22,2023-05-01T05:30:00,6342.7,8.71,23.44
23,2023-05-01T05:45:00,6095.5,8.71,23.44
24,2023-05-01T06:00:00,5700.52,9.23,23.44
25,2023-05-01T06:15:00,5943.02,9.23,23.44
26,2023-05-01T06:30:00,6065.3,9.23,23.44
27,2023-05-01T06:45:00,6130.11,9.23,23.44
28,2023-05-01T07:00:00,5714.88,10.45,23.44
29,2023-05-01T07:15:00,5800.22,10.45,23.44
30,2023-05-01T07:30:00,5045.13,10.45,24.29
31,2023-05-01T07:45:00,4077.74,10.45,24.53
32,2023-05-01T08:00:00,4387.4,12.67,24.53
33,2023-05-01T08:15:00,4416.14,12.67,24.53
34,2023-05-01T08:30:00,4509.98,12.67,24.53
35,2023-05-01T08:45:00,4987.07,12.67,24.53
36,2023-05-01T09:00:00,5676.18,14.48,25.6
37,2023-05-01T09:15:00,6494.01,14.48,25.64
38,2023-05-01T09:30:00,6717.75,14.48,25.64
39,2023-05-01T09:45:00,6968.76,14.48,25.64
40,2023-05-01T10:00:00,6569.08,14.66,25.64
41,2023-05-01T10:15:00,5833.94,14.66,25.64
42,2023-05-01T10:30:00,3823.22,14.66,25.64
43,2023-05-01T10:45:00,5872.35,14.66,25.64
44,2023-05-01T11:00:00,6350.03,15.13,25.64
45,2023-05-01T11:15:00,5846.55,15.13,25.64
46,2023-05-01T11:30:00,4401.48,15.13,25.64
47,2023-05-01T11:45:00,5723.39,15.13,25.64
48,2023-05-01T12:00:00,6433.61,13.85,25.64
49,2023-05-01T12:15:00,6335.96,13.85,25.64
50,2023-05-01T12:30:00,4182.14,13.85,25.64
51,2023-05-01T12:45:00,1727.16,13.85,25.71
52,2023-05-01T13:00:00,2797.77,14.48,26.77
53,2023-05-01T13:15:00,1129.55,14.48,26.77
54,2023-05-01T13:30:00,2000.75,14.48,26.77
55,2023-05-01T13:45:00,4572.44,14.48,27.7
56,2023-05-01T14:00:00,4197.39,15.66,28.05
