,locationId,dateTime,temperature
0,5,2023-05-01T00:00:00,10.24
1,5,2023-05-01T01:00:00,9.93
2,5,2023-05-01T02:00:00,9.31
3,5,2023-05-01T03:00:00,9.25
4,5,2023-05-01T04:00:00,9.19
5,5,2023-05-01T05:00:00,8.71
6,5,2023-05-01T06:00:00,9.23
7,5,2023-05-01T07:00:00,10.45
8,5,2023-05-01T08:00:00,12.67
9,5,2023-05-01T09:00:00,14.48
10,5,2023-05-01T10:00:00,14.66
11,5,2023-05-01T11:00:00,15.13
12,5,2023-05-01T12:00:00,13.85
13,5,2023-05-01T13:00:00,14.48
14,5,2023-05-01T14:00:00,15.66
15,5,2023-05-01T15:00:00,15.04
16,5,2023-05-01T16:00:00,15.62
17,5,2023-05-01T17:00:00,14.31
18,5,2023-05-01T18:00:00,13.83
19,5,2023-05-01T19:00:00,12.77
20,5,2023-05-01T20:00:00,11.2
21,5,2023-05-01T21:00:00,9.97
22,5,2023-05-01T22:00:00,9.18
23,5,2023-05-01T23:00:00,8.33
24,5,2023-05-02T00:00:00,7.4
25,5,2023-05-02T01:00:00,7.73
26,5,2023-05-02T02:00:00,8.22
27,5,2023-05-02T03:00:00,8.27
28,5,2023-05-02T04:00:00,8.4
29,5,2023-05-02T05:00:00,8.58
30,5,2023-05-02T06:00:00,8.86
31,5,2023-05-02T07:00:00,9.32
32,5,2023-05-02T08:00:00,9.68
33,5,2023-05-02T09:00:00,10.69
34,5,2023-05-02T10:00:00,11.59
35,5,2023-05-02T11:00:00,12.78
36,5,2023-05-02T12:00:00,13.62
37,5,2023-05-02T13:00:00,14.34
38,5,2023-05-02T14:00:00,14.1
39,5,2023-05-02T15:00:00,14.23
40,5,2023-05-02T16:00:00,14.19
41,5,2023-05-02T17:00:00,14.24
42,5,2023-05-02T18:00:00,13.27
43,5,2023-05-02T19:00:00,11.69
44,5,2023-05-02T20:00:00,9.59
45,5,2023-05-02T21:00:00,8.42
46,5,2023-05-02T22:00:00,7.86
47,5,2023-05-02T23:00:00,7.3
48,5,2023-05-03T00:00:00,6.14
49,5,2023-05-03T01:00:00,5.23
50,5,2023-05-03T02:00:00,4.44
51,5,2023-05-03T03:00:00,3.85
52,5,2023-05-03T04:00:00,2.81
53,5,2023-05-03T05:00:00,2.56
54,5,2023-05-03T06:00:00,4.04
55,5,2023-05-03T07:00:00,6.29
56,5,2023-05-03T08:00:00,8.49
57,5,2023-05-03T09:00:00,10.41
58,5,2023-05-03T10:00:00,11.91
59,5,2023-05-03T11:00:00,13.03
60,5,2023-05-03T12:00:00,14.08
61,5,2023-05-03T13:00:00,15.15
62,5,2023-05-03T14:00:00,15.82
63,5,2023-05-03T15:00:00,16.41
64,5,2023-05-03T16:00:00,16.55
65,5,2023-05-03T17:00:00,16.28
66,5,2023-05-03T18:00:00,15.39
67,5,2023-05-03T19:00:00,13.89
68,5,2023-05-03T20:00:00,12.49
69,5,2023-05-03T21:00:00,11.45
70,5,2023-05-03T22:00:00,10.65
71,5,2023-05-03T23:00:00,9.81
72,5,2023-05-04T00:00:00,8.58
73,5,2023-05-04T01:00:00,8.5
74,5,2023-05-04T02:00:00,8.4
75,5,2023-05-04T03:00:00,7.75
76,5,2023-05-04T04:00:00,7.1
77,5,2023-05-04T05:00:00,6.92
78,5,2023-05-04T06:00:00,8.04
79,5,2023-05-04T07:00:00,11.37
80,5,2023-05-04T08:00:00,13.98
81,5,2023-05-04T09:00:00,16.59
82,5,2023-05-04T10:00:00,18.51
83,5,2023-05-04T11:00:00,20.53
84,5,2023-05-04T12:00:00,21.93
85,5,2023-05-04T13:00:00,23.07
86,5,2023-05-04T14:00:00,23.23
87,5,2023-05-04T15:00:00,23.52
88,5,2023-05-04T16:00:00,22.89
89,5,2023-05-04T17:00:00,22.56
90,5,2023-05-04T18:00:00,21.98
91,5,2023-05-04T19:00:00,20.52
92,5,2023-05-04T20:00:00,19.17
93,5,2023-05-04T21:00:00,18.0
94,5,2023-05-04T22:00:00,17.15
95,5,2023-05-04T23:00:00,16.35
96,5,2023-05-05T00:00:00,15.19
97,5,2023-05-05T01:00:00,13.87
98,5,2023-05-05T02:00:00,12.71
99,5,2023-05-05T03:00:00,12.06
100,5,2023-05-05T04:00:00,11.66
101,5,2023-05-05T05:00:00,10.87
102,5,2023-05-05T06:00:00,12.15
103,5,2023-05-05T07:00:00,14.12
104,5,2023-05-05T08:00:00,15.12
105,5,2023-05-05T09:00:00,14.9
106,5,2023-05-05T10:00:00,14.93
107,5,2023-05-05T11:00:00,15.56
108,5,2023-05-05T12:00:00,15.53
109,5,2023-05-05T13:00:00,16.5
110,5,2023-05-05T14:00:00,15.35
111,5,2023-05-05T15:00:00,15.92
112,5,2023-05-05T16:00:00,16.41
113,5,2023-05-05T17:00:00,16.08
114,5,2023-05-05T18:00:00,15.52
115,5,2023-05-05T19:00:00,14.35
116,5,2023-05-05T20:00:00,13.28
117,5,2023-05-05T21:00:00,12.38
118,5,2023-05-05T22:00:00,12.24
119,5,2023-05-05T23:00:00,11.68
120,5,2023-05-06T00:00:00,10.68
121,5,2023-05-06T01:00:00,10.39
122,5,2023-05-06T02:00:00,10.25
123,5,2023-05-06T03:00:00,9.41
124,5,2023-05-06T04:00:00,9.52
125,5,2023-05-06T05:00:00,9.21
126,5,2023-05-06T06:00:00,10.49
127,5,2023-05-06T07:00:00,12.22
128,5,2023-05-06T08:00:00,14.17
129,5,2023-05-06T09:00:00,16.11
130,5,2023-05-06T10:00:00,17.27
131,5,2023-05-06T11:00:00,17.82
132,5,2023-05-06T12:00:00,18.35
133,5,2023-05-06T13:00:00,18.43
134,5,2023-05-06T14:00:00,18.49
135,5,2023-05-06T15:00:00,18.46
136,5,2023-05-06T16:00:00,18.2
137,5,2023-05-06T17:00:00,18.02
138,5,2023-05-06T18:00:00,17.4
139,5,2023-05-06T19:00:00,16.66
140,5,2023-05-06T20:00:00,15.42
141,5,2023-05-06T21:00:00,14.12
142,5,2023-05-06T22:00:00,13.42
143,5,2023-05-06T23:00:00,12.63
144,5,2023-05-07T00:00:00,12.36
145,5,2023-05-07T01:00:00,12.39
146,5,2023-05-07T02:00:00,12.08
147,5,2023-05-07T03:00:00,11.75
148,5,2023-05-07T04:00:00,11.31
149,5,2023-05-07T05:00:00,11.67
150,5,2023-05-07T06:00:00,12.45
151,5,2023-05-07T07:00:00,13.42
152,5,2023-05-07T08:00:00,13.75
153,5,2023-05-07T09:00:00,14.24
154,5,2023-05-07T10:00:00,14.52
155,5,2023-05-07T11:00:00,14.89
156,5,2023-05-07T12:00:00,15.25
157,5,2023-05-07T13:00:00,15.6
158,5,2023-05-07T14:00:00,15.88
159,5,2023-05-07T15:00:00,15.94
160,5,2023-05-07T16:00:00,15.79
161,5,2023-05-07T17:00:00,15.91
162,5,2023-05-07T18:00:00,15.68
163,5,2023-05-07T19:00:00,15.38
164,5,2023-05-07T20:00:00,14.6
165,5,2023-05-07T21:00:00,13.97
166,5,2023-05-07T22:00:00,13.69
167,5,2023-05-07T23:00:00,13.31
168,5,2023-05-08T00:00:00,12.86
169,5,2023-05-08T01:00:00,12.33
170,5,2023-05-08T02:00:00,12.3
171,5,2023-05-08T03:00:00,12.85
172,5,2023-05-08T04:00:00,12.87
173,5,2023-05-08T05:00:00,12.84
174,5,2023-05-08T06:00:00,13.26
175,5,2023-05-08T07:00:00,13.43
176,5,2023-05-08T08:00:00,13.44
177,5,2023-05-08T09:00:00,14.63
178,5,2023-05-08T10:00:00,15.63
179,5,2023-05-08T11:00:00,16.78
180,5,2023-05-08T12:00:00,17.98
181,5,2023-05-08T13:00:00,18.6
182,5,2023-05-08T14:00:00,18.83
183,5,2023-05-08T15:00:00,18.29
184,5,2023-05-08T16:00:00,17.62
185,5,2023-05-08T17:00:00,16.32
186,5,2023-05-08T18:00:00,15.06
187,5,2023-05-08T19:00:00,14.36
188,5,2023-05-08T20:00:00,13.83
189,5,2023-05-08T21:00:00,13.39
190,5,2023-05-08T22:00:00,12.94
191,5,2023-05-08T23:00:00,12.67
192,5,2023-05-09T00:00:00,12.57
193,5,2023-05-09T01:00:00,12.53
194,5,2023-05-09T02:00:00,12.47
195,5,2023-05-09T03:00:00,12.49
196,5,2023-05-09T04:00:00,12.69
197,5,2023-05-09T05:00:00,13.15
198,5,2023-05-09T06:00:00,13.26
199,5,2023-05-09T07:00:00,13.33
200,5,2023-05-09T08:00:00,13.31
201,5,2023-05-09T09:00:00,12.98
202,5,2023-05-09T10:00:00,12.88
203,5,2023-05-09T11:00:00,12.92
204,5,2023-05-09T12:00:00,13.08
205,5,2023-05-09T13:00:00,12.29
206,5,2023-05-09T14:00:00,11.88
207,5,2023-05-09T15:00:00,11.69
208,5,2023-05-09T16:00:00,11.8
209,5,2023-05-09T17:00:00,12.03
210,5,2023-05-09T18:00:00,12.33
211,5,2023-05-09T19:00:00,12.51
212,5,2023-05-09T20:00:00,12.35
213,5,2023-05-09T21:00:00,11.89
