,locationId,dateTime,temperature
0,19,2023-05-01T00:00:00,10.88
1,19,2023-05-01T01:00:00,10.26
2,19,2023-05-01T02:00:00,9.57
3,19,2023-05-01T03:00:00,9.33
4,19,2023-05-01T04:00:00,9.14
5,19,2023-05-01T05:00:00,8.76
6,19,2023-05-01T06:00:00,9.27
7,19,2023-05-01T07:00:00,10.17
8,19,2023-05-01T08:00:00,12.38
9,19,2023-05-01T09:00:00,14.3
10,19,2023-05-01T10:00:00,14.63
11,19,2023-05-01T11:00:00,15.59
12,19,2023-05-01T12:00:00,15.54
13,19,2023-05-01T13:00:00,15.85
14,19,2023-05-01T14:00:00,15.9
15,19,2023-05-01T15:00:00,16.4
16,19,2023-05-01T16:00:00,15.72
17,19,2023-05-01T17:00:00,13.92
18,19,2023-05-01T18:00:00,13.52
19,19,2023-05-01T19:00:00,12.9
20,19,2023-05-01T20:00:00,11.75
21,19,2023-05-01T21:00:00,10.76
22,19,2023-05-01T22:00:00,9.63
23,19,2023-05-01T23:00:00,8.76
24,19,2023-05-02T00:00:00,7.82
25,19,2023-05-02T01:00:00,7.96
26,19,2023-05-02T02:00:00,8.03
27,19,2023-05-02T03:00:00,8.18
28,19,2023-05-02T04:00:00,8.03
29,19,2023-05-02T05:00:00,8.32
30,19,2023-05-02T06:00:00,8.7
31,19,2023-05-02T07:00:00,9.34
32,19,2023-05-02T08:00:00,9.92
33,19,2023-05-02T09:00:00,10.94
34,19,2023-05-02T10:00:00,12.08
35,19,2023-05-02T11:00:00,12.81
36,19,2023-05-02T12:00:00,13.86
37,19,2023-05-02T13:00:00,14.92
38,19,2023-05-02T14:00:00,14.47
39,19,2023-05-02T15:00:00,14.33
40,19,2023-05-02T16:00:00,14.2
41,19,2023-05-02T17:00:00,14.49
42,19,2023-05-02T18:00:00,13.33
43,19,2023-05-02T19:00:00,11.86
44,19,2023-05-02T20:00:00,10.15
45,19,2023-05-02T21:00:00,9.06
46,19,2023-05-02T22:00:00,8.09
47,19,2023-05-02T23:00:00,7.48
48,19,2023-05-03T00:00:00,6.2
49,19,2023-05-03T01:00:00,5.37
50,19,2023-05-03T02:00:00,4.76
51,19,2023-05-03T03:00:00,4.01
52,19,2023-05-03T04:00:00,2.86
53,19,2023-05-03T05:00:00,2.78
54,19,2023-05-03T06:00:00,4.13
55,19,2023-05-03T07:00:00,6.48
56,19,2023-05-03T08:00:00,8.81
57,19,2023-05-03T09:00:00,10.76
58,19,2023-05-03T10:00:00,12.44
59,19,2023-05-03T11:00:00,13.74
60,19,2023-05-03T12:00:00,14.89
61,19,2023-05-03T13:00:00,15.99
62,19,2023-05-03T14:00:00,16.82
63,19,2023-05-03T15:00:00,17.41
64,19,2023-05-03T16:00:00,17.43
65,19,2023-05-03T17:00:00,17.2
66,19,2023-05-03T18:00:00,16.27
67,19,2023-05-03T19:00:00,14.8
68,19,2023-05-03T20:00:00,13.26
69,19,2023-05-03T21:00:00,12.24
70,19,2023-05-03T22:00:00,11.25
71,19,2023-05-03T23:00:00,10.34
72,19,2023-05-04T00:00:00,9.38
73,19,2023-05-04T01:00:00,8.88
74,19,2023-05-04T02:00:00,8.48
75,19,2023-05-04T03:00:00,8.42
76,19,2023-05-04T04:00:00,7.87
77,19,2023-05-04T05:00:00,7.78
78,19,2023-05-04T06:00:00,8.74
79,19,2023-05-04T07:00:00,11.72
80,19,2023-05-04T08:00:00,14.15
81,19,2023-05-04T09:00:00,17.17
82,19,2023-05-04T10:00:00,19.32
83,19,2023-05-04T11:00:00,21.04
84,19,2023-05-04T12:00:00,22.14
85,19,2023-05-04T13:00:00,23.17
86,19,2023-05-04T14:00:00,23.54
87,19,2023-05-04T15:00:00,24.11
88,19,2023-05-04T16:00:00,23.55
89,19,2023-05-04T17:00:00,22.88
90,19,2023-05-04T18:00:00,21.98
91,19,2023-05-04T19:00:00,20.43
92,19,2023-05-04T20:00:00,19.12
93,19,2023-05-04T21:00:00,18.01
94,19,2023-05-04T22:00:00,16.95
95,19,2023-05-04T23:00:00,16.15
96,19,2023-05-05T00:00:00,14.46
97,19,2023-05-05T01:00:00,13.42
98,19,2023-05-05T02:00:00,12.52
99,19,2023-05-05T03:00:00,11.76
100,19,2023-05-05T04:00:00,11.59
101,19,2023-05-05T05:00:00,11.13
102,19,2023-05-05T06:00:00,12.24
103,19,2023-05-05T07:00:00,14.22
104,19,2023-05-05T08:00:00,15.23
105,19,2023-05-05T09:00:00,14.85
106,19,2023-05-05T10:00:00,14.86
107,19,2023-05-05T11:00:00,15.57
108,19,2023-05-05T12:00:00,15.71
109,19,2023-05-05T13:00:00,16.67
110,19,2023-05-05T14:00:00,16.0
111,19,2023-05-05T15:00:00,16.23
112,19,2023-05-05T16:00:00,16.73
113,19,2023-05-05T17:00:00,16.14
114,19,2023-05-05T18:00:00,15.44
115,19,2023-05-05T19:00:00,14.28
116,19,2023-05-05T20:00:00,13.18
117,19,2023-05-05T21:00:00,12.56
118,19,2023-05-05T22:00:00,12.49
119,19,2023-05-05T23:00:00,11.94
120,19,2023-05-06T00:00:00,11.01
121,19,2023-05-06T01:00:00,10.83
122,19,2023-05-06T02:00:00,10.56
123,19,2023-05-06T03:00:00,9.83
124,19,2023-05-06T04:00:00,9.39
125,19,2023-05-06T05:00:00,9.32
126,19,2023-05-06T06:00:00,10.45
127,19,2023-05-06T07:00:00,12.13
128,19,2023-05-06T08:00:00,14.36
129,19,2023-05-06T09:00:00,16.26
130,19,2023-05-06T10:00:00,17.31
131,19,2023-05-06T11:00:00,17.98
132,19,2023-05-06T12:00:00,18.59
133,19,2023-05-06T13:00:00,18.61
134,19,2023-05-06T14:00:00,18.77
135,19,2023-05-06T15:00:00,18.73
136,19,2023-05-06T16:00:00,18.61
137,19,2023-05-06T17:00:00,18.34
138,19,2023-05-06T18:00:00,17.79
139,19,2023-05-06T19:00:00,17.0
140,19,2023-05-06T20:00:00,15.73
141,19,2023-05-06T21:00:00,14.57
142,19,2023-05-06T22:00:00,14.05
143,19,2023-05-06T23:00:00,13.67
144,19,2023-05-07T00:00:00,13.31
145,19,2023-05-07T01:00:00,12.91
146,19,2023-05-07T02:00:00,12.24
147,19,2023-05-07T03:00:00,11.8
148,19,2023-05-07T04:00:00,11.5
149,19,2023-05-07T05:00:00,11.72
150,19,2023-05-07T06:00:00,12.37
151,19,2023-05-07T07:00:00,13.03
152,19,2023-05-07T08:00:00,13.25
153,19,2023-05-07T09:00:00,14.01
154,19,2023-05-07T10:00:00,14.51
155,19,2023-05-07T11:00:00,15.03
156,19,2023-05-07T12:00:00,15.38
157,19,2023-05-07T13:00:00,15.77
158,19,2023-05-07T14:00:00,16.14
159,19,2023-05-07T15:00:00,16.17
160,19,2023-05-07T16:00:00,16.0
161,19,2023-05-07T17:00:00,15.89
162,19,2023-05-07T18:00:00,15.72
163,19,2023-05-07T19:00:00,15.25
164,19,2023-05-07T20:00:00,14.64
165,19,2023-05-07T21:00:00,14.26
166,19,2023-05-07T22:00:00,14.0
167,19,2023-05-07T23:00:00,13.71
168,19,2023-05-08T00:00:00,13.47
169,19,2023-05-08T01:00:00,13.3
170,19,2023-05-08T02:00:00,12.92
171,19,2023-05-08T03:00:00,12.7
172,19,2023-05-08T04:00:00,12.46
173,19,2023-05-08T05:00:00,12.5
174,19,2023-05-08T06:00:00,12.74
175,19,2023-05-08T07:00:00,12.81
176,19,2023-05-08T08:00:00,13.04
177,19,2023-05-08T09:00:00,14.05
178,19,2023-05-08T10:00:00,15.18
179,19,2023-05-08T11:00:00,16.59
180,19,2023-05-08T12:00:00,17.58
181,19,2023-05-08T13:00:00,18.09
182,19,2023-05-08T14:00:00,18.15
183,19,2023-05-08T15:00:00,17.89
184,19,2023-05-08T16:00:00,16.89
185,19,2023-05-08T17:00:00,15.88
186,19,2023-05-08T18:00:00,14.72
187,19,2023-05-08T19:00:00,14.31
188,19,2023-05-08T20:00:00,13.75
189,19,2023-05-08T21:00:00,13.22
190,19,2023-05-08T22:00:00,12.86
191,19,2023-05-08T23:00:00,12.68
192,19,2023-05-09T00:00:00,12.65
193,19,2023-05-09T01:00:00,12.65
194,19,2023-05-09T02:00:00,12.65
195,19,2023-05-09T03:00:00,12.77
196,19,2023-05-09T04:00:00,13.01
197,19,2023-05-09T05:00:00,13.14
198,19,2023-05-09T06:00:00,13.1
199,19,2023-05-09T07:00:00,13.19
200,19,2023-05-09T08:00:00,13.06
201,19,2023-05-09T09:00:00,12.84
202,19,2023-05-09T10:00:00,12.95
203,19,2023-05-09T11:00:00,13.01
204,19,2023-05-09T12:00:00,12.82
205,19,2023-05-09T13:00:00,11.87
206,19,2023-05-09T14:00:00,11.62
207,19,2023-05-09T15:00:00,11.69
208,19,2023-05-09T16:00:00,12.02
209,19,2023-05-09T17:00:00,12.26
210,19,2023-05-09T18:00:00,12.61
211,19,2023-05-09T19:00:00,12.6
212,19,2023-05-09T20:00:00,12.23
213,19,2023-05-09T21:00:00,11.94
214,19,2023-05-09T22:00:00,11.82
215,19,2023-05-09T23:00:00,11.56
216,19,2023-05-10T00:00:00,11.36
217,19,2023-05-10T01:00:00,11.26
218,19,2023-05-10T02:00:00,11.37
219,19,2023-05-10T03:00:00,11.32
220,19,2023-05-10T04:00:00,10.99
221,19,2023-05-10T05:00:00,10.41
222,19,2023-05-10T06:00:00,10.07
223,19,2023-05-10T07:00:00,10.0
224,19,2023-05-10T08:00:00,10.22
225,19,2023-05-10T09:00:00,10.75
226,19,2023-05-10T10:00:00,11.44
227,19,2023-05-10T11:00:00,11.77
228,19,2023-05-10T12:00:00,12.52
229,19,2023-05-10T13:00:00,13.83
230,19,2023-05-10T14:00:00,13.3
231,19,2023-05-10T15:00:00,13.58
232,19,2023-05-10T16:00:00,13.43
233,19,2023-05-10T17:00:00,13.16
234,19,2023-05-10T18:00:00,12.67
235,19,2023-05-10T19:00:00,12.09
236,19,2023-05-10T20:00:00,11.36
237,19,2023-05-10T21:00:00,11.14
238,19,2023-05-10T22:00:00,10.8
239,19,2023-05-10T23:00:00,10.27
240,19,2023-05-11T00:00:00,10.14
241,19,2023-05-11T01:00:00,9.77
242,19,2023-05-11T02:00:00,9.41
243,19,2023-05-11T03:00:00,8.91
244,19,2023-05-11T04:00:00,8.98
245,19,2023-05-11T05:00:00,8.93
246,19,2023-05-11T06:00:00,9.03
247,19,2023-05-11T07:00:00,9.46
248,19,2023-05-11T08:00:00,10.06
249,19,2023-05-11T09:00:00,10.93
250,19,2023-05-11T10:00:00,11.65
251,19,2023-05-11T11:00:00,12.38
252,19,2023-05-11T12:00:00,13.28
253,19,2023-05-11T13:00:00,14.19
254,19,2023-05-11T14:00:00,14.56
255,19,2023-05-11T15:00:00,14.62
256,19,2023-05-11T16:00:00,15.25
257,19,2023-05-11T17:00:00,15.19
258,19,2023-05-11T18:00:00,13.75
259,19,2023-05-11T19:00:00,12.59
260,19,2023-05-11T20:00:00,11.92
261,19,2023-05-11T21:00:00,11.36
262,19,2023-05-11T22:00:00,10.91
263,19,2023-05-11T23:00:00,10.68
264,19,2023-05-12T00:00:00,10.61
265,19,2023-05-12T01:00:00,10.64
266,19,2023-05-12T02:00:00,10.72
267,19,2023-05-12T03:00:00,10.96
268,19,2023-05-12T04:00:00,11.05
269,19,2023-05-12T05:00:00,10.96
270,19,2023-05-12T06:00:00,10.88
271,19,2023-05-12T07:00:00,11.04
272,19,2023-05-12T08:00:00,11.16
273,19,2023-05-12T09:00:00,11.63
274,19,2023-05-12T10:00:00,12.04
275,19,2023-05-12T11:00:00,12.9
276,19,2023-05-12T12:00:00,14.48
277,19,2023-05-12T13:00:00,15.01
278,19,2023-05-12T14:00:00,15.72
279,19,2023-05-12T15:00:00,15.62
280,19,2023-05-12T16:00:00,15.99
281,19,2023-05-12T17:00:00,15.88
282,19,2023-05-12T18:00:00,14.64
283,19,2023-05-12T19:00:00,14.17
284,19,2023-05-12T20:00:00,13.24
285,19,2023-05-12T21:00:00,13.03
286,19,2023-05-12T22:00:00,12.78
287,19,2023-05-12T23:00:00,12.21
288,19,2023-05-13T00:00:00,11.45
289,19,2023-05-13T01:00:00,11.03
290,19,2023-05-13T02:00:00,10.56
291,19,2023-05-13T03:00:00,10.43
292,19,2023-05-13T04:00:00,10.23
293,19,2023-05-13T05:00:00,10.18
294,19,2023-05-13T06:00:00,10.58
295,19,2023-05-13T07:00:00,11.55
296,19,2023-05-13T08:00:00,13.6
297,19,2023-05-13T09:00:00,16.27
298,19,2023-05-13T10:00:00,17.92
299,19,2023-05-13T11:00:00,19.05
300,19,2023-05-13T12:00:00,19.84
301,19,2023-05-13T13:00:00,20.36
302,19,2023-05-13T14:00:00,20.52
303,19,2023-05-13T15:00:00,20.27
304,19,2023-05-13T16:00:00,18.85
305,19,2023-05-13T17:00:00,16.32
306,19,2023-05-13T18:00:00,16.15
307,19,2023-05-13T19:00:00,14.9
308,19,2023-05-13T20:00:00,13.2
309,19,2023-05-13T21:00:00,12.21
310,19,2023-05-13T22:00:00,11.27
311,19,2023-05-13T23:00:00,10.83
312,19,2023-05-14T00:00:00,10.85
313,19,2023-05-14T01:00:00,11.23
314,19,2023-05-14T02:00:00,11.04
315,19,2023-05-14T03:00:00,10.92
316,19,2023-05-14T04:00:00,10.97
317,19,2023-05-14T05:00:00,10.91
318,19,2023-05-14T06:00:00,11.01
319,19,2023-05-14T07:00:00,11.2
320,19,2023-05-14T08:00:00,11.31
321,19,2023-05-14T09:00:00,11.93
322,19,2023-05-14T10:00:00,12.73
323,19,2023-05-14T11:00:00,14.06
324,19,2023-05-14T12:00:00,15.67
325,19,2023-05-14T13:00:00,17.24
326,19,2023-05-14T14:00:00,18.34
327,19,2023-05-14T15:00:00,18.62
328,19,2023-05-14T16:00:00,18.32
329,19,2023-05-14T17:00:00,17.29
330,19,2023-05-14T18:00:00,16.35
331,19,2023-05-14T19:00:00,15.3
332,19,2023-05-14T20:00:00,14.07
333,19,2023-05-14T21:00:00,12.72
334,19,2023-05-14T22:00:00,11.57
335,19,2023-05-14T23:00:00,10.55
336,19,2023-05-15T00:00:00,9.48
337,19,2023-05-15T01:00:00,8.68
338,19,2023-05-15T02:00:00,8.29
339,19,2023-05-15T03:00:00,7.92
340,19,2023-05-15T04:00:00,7.47
341,19,2023-05-15T05:00:00,7.56
342,19,2023-05-15T06:00:00,7.74
343,19,2023-05-15T07:00:00,8.43
