,locationId,dateTime,temperature
0,2,2023-05-01T00:00:00,12.92
1,2,2023-05-01T01:00:00,12.51
2,2,2023-05-01T02:00:00,11.8
3,2,2023-05-01T03:00:00,11.2
4,2,2023-05-01T04:00:00,10.94
5,2,2023-05-01T05:00:00,10.83
6,2,2023-05-01T06:00:00,11.22
7,2,2023-05-01T07:00:00,11.93
8,2,2023-05-01T08:00:00,13.1
9,2,2023-05-01T09:00:00,14.32
10,2,2023-05-01T10:00:00,14.73
11,2,2023-05-01T11:00:00,15.67
12,2,2023-05-01T12:00:00,16.06
13,2,2023-05-01T13:00:00,16.46
14,2,2023-05-01T14:00:00,16.16
15,2,2023-05-01T15:00:00,16.58
16,2,2023-05-01T16:00:00,16.23
17,2,2023-05-01T17:00:00,16.04
18,2,2023-05-01T18:00:00,15.25
19,2,2023-05-01T19:00:00,14.17
20,2,2023-05-01T20:00:00,13.08
21,2,2023-05-01T21:00:00,11.94
22,2,2023-05-01T22:00:00,10.9
23,2,2023-05-01T23:00:00,10.03
24,2,2023-05-02T00:00:00,9.29
25,2,2023-05-02T01:00:00,9.96
26,2,2023-05-02T02:00:00,10.3
27,2,2023-05-02T03:00:00,9.93
28,2,2023-05-02T04:00:00,9.65
29,2,2023-05-02T05:00:00,9.35
30,2,2023-05-02T06:00:00,9.56
31,2,2023-05-02T07:00:00,10.06
32,2,2023-05-02T08:00:00,10.82
33,2,2023-05-02T09:00:00,11.94
34,2,2023-05-02T10:00:00,12.78
35,2,2023-05-02T11:00:00,13.28
36,2,2023-05-02T12:00:00,13.91
37,2,2023-05-02T13:00:00,14.88
38,2,2023-05-02T14:00:00,14.95
39,2,2023-05-02T15:00:00,14.89
40,2,2023-05-02T16:00:00,14.78
41,2,2023-05-02T17:00:00,14.43
42,2,2023-05-02T18:00:00,13.75
43,2,2023-05-02T19:00:00,12.2
44,2,2023-05-02T20:00:00,10.73
45,2,2023-05-02T21:00:00,9.72
46,2,2023-05-02T22:00:00,9.03
47,2,2023-05-02T23:00:00,7.93
48,2,2023-05-03T00:00:00,7.07
49,2,2023-05-03T01:00:00,6.42
50,2,2023-05-03T02:00:00,5.8
51,2,2023-05-03T03:00:00,5.12
52,2,2023-05-03T04:00:00,4.31
53,2,2023-05-03T05:00:00,4.17
54,2,2023-05-03T06:00:00,5.01
55,2,2023-05-03T07:00:00,6.74
56,2,2023-05-03T08:00:00,9.16
57,2,2023-05-03T09:00:00,11.14
58,2,2023-05-03T10:00:00,12.53
59,2,2023-05-03T11:00:00,13.5
60,2,2023-05-03T12:00:00,14.29
61,2,2023-05-03T13:00:00,15.32
62,2,2023-05-03T14:00:00,16.2
63,2,2023-05-03T15:00:00,16.8
64,2,2023-05-03T16:00:00,16.97
65,2,2023-05-03T17:00:00,16.86
66,2,2023-05-03T18:00:00,16.13
67,2,2023-05-03T19:00:00,14.88
68,2,2023-05-03T20:00:00,13.56
69,2,2023-05-03T21:00:00,12.62
70,2,2023-05-03T22:00:00,11.78
71,2,2023-05-03T23:00:00,10.9
72,2,2023-05-04T00:00:00,10.26
73,2,2023-05-04T01:00:00,9.75
74,2,2023-05-04T02:00:00,9.19
75,2,2023-05-04T03:00:00,8.59
76,2,2023-05-04T04:00:00,8.34
77,2,2023-05-04T05:00:00,7.91
78,2,2023-05-04T06:00:00,8.35
79,2,2023-05-04T07:00:00,10.75
80,2,2023-05-04T08:00:00,13.36
81,2,2023-05-04T09:00:00,16.26
82,2,2023-05-04T10:00:00,18.51
83,2,2023-05-04T11:00:00,20.15
84,2,2023-05-04T12:00:00,21.73
85,2,2023-05-04T13:00:00,22.91
86,2,2023-05-04T14:00:00,23.86
87,2,2023-05-04T15:00:00,24.72
88,2,2023-05-04T16:00:00,24.37
89,2,2023-05-04T17:00:00,23.65
90,2,2023-05-04T18:00:00,22.59
91,2,2023-05-04T19:00:00,21.3
92,2,2023-05-04T20:00:00,20.35
93,2,2023-05-04T21:00:00,19.17
94,2,2023-05-04T22:00:00,17.18
95,2,2023-05-04T23:00:00,16.5
96,2,2023-05-05T00:00:00,15.66
97,2,2023-05-05T01:00:00,14.17
98,2,2023-05-05T02:00:00,12.71
99,2,2023-05-05T03:00:00,12.07
100,2,2023-05-05T04:00:00,12.24
101,2,2023-05-05T05:00:00,11.77
102,2,2023-05-05T06:00:00,13.0
103,2,2023-05-05T07:00:00,14.66
104,2,2023-05-05T08:00:00,15.98
105,2,2023-05-05T09:00:00,16.17
106,2,2023-05-05T10:00:00,15.75
107,2,2023-05-05T11:00:00,16.35
108,2,2023-05-05T12:00:00,16.32
109,2,2023-05-05T13:00:00,17.16
110,2,2023-05-05T14:00:00,17.24
111,2,2023-05-05T15:00:00,17.93
112,2,2023-05-05T16:00:00,17.93
113,2,2023-05-05T17:00:00,17.42
114,2,2023-05-05T18:00:00,17.32
115,2,2023-05-05T19:00:00,16.22
116,2,2023-05-05T20:00:00,14.5
117,2,2023-05-05T21:00:00,13.77
118,2,2023-05-05T22:00:00,13.38
119,2,2023-05-05T23:00:00,12.18
120,2,2023-05-06T00:00:00,11.27
121,2,2023-05-06T01:00:00,11.14
122,2,2023-05-06T02:00:00,10.93
123,2,2023-05-06T03:00:00,10.62
124,2,2023-05-06T04:00:00,9.76
125,2,2023-05-06T05:00:00,9.41
126,2,2023-05-06T06:00:00,10.73
127,2,2023-05-06T07:00:00,13.3
128,2,2023-05-06T08:00:00,15.07
129,2,2023-05-06T09:00:00,16.57
130,2,2023-05-06T10:00:00,17.57
131,2,2023-05-06T11:00:00,18.37
132,2,2023-05-06T12:00:00,18.77
133,2,2023-05-06T13:00:00,18.93
134,2,2023-05-06T14:00:00,19.18
135,2,2023-05-06T15:00:00,18.81
136,2,2023-05-06T16:00:00,18.26
137,2,2023-05-06T17:00:00,17.89
138,2,2023-05-06T18:00:00,17.61
139,2,2023-05-06T19:00:00,17.01
140,2,2023-05-06T20:00:00,15.97
141,2,2023-05-06T21:00:00,15.39
142,2,2023-05-06T22:00:00,14.79
143,2,2023-05-06T23:00:00,14.12
144,2,2023-05-07T00:00:00,13.97
145,2,2023-05-07T01:00:00,14.03
146,2,2023-05-07T02:00:00,13.73
147,2,2023-05-07T03:00:00,13.07
148,2,2023-05-07T04:00:00,13.12
149,2,2023-05-07T05:00:00,13.54
150,2,2023-05-07T06:00:00,14.27
151,2,2023-05-07T07:00:00,14.46
152,2,2023-05-07T08:00:00,14.29
153,2,2023-05-07T09:00:00,14.6
154,2,2023-05-07T10:00:00,15.15
155,2,2023-05-07T11:00:00,15.6
156,2,2023-05-07T12:00:00,16.0
157,2,2023-05-07T13:00:00,16.72
158,2,2023-05-07T14:00:00,16.9
159,2,2023-05-07T15:00:00,16.84
160,2,2023-05-07T16:00:00,16.7
161,2,2023-05-07T17:00:00,16.6
162,2,2023-05-07T18:00:00,16.48
163,2,2023-05-07T19:00:00,16.12
164,2,2023-05-07T20:00:00,15.54
165,2,2023-05-07T21:00:00,15.25
166,2,2023-05-07T22:00:00,15.01
167,2,2023-05-07T23:00:00,14.75
168,2,2023-05-08T00:00:00,14.4
169,2,2023-05-08T01:00:00,14.44
170,2,2023-05-08T02:00:00,13.94
171,2,2023-05-08T03:00:00,13.66
172,2,2023-05-08T04:00:00,13.11
173,2,2023-05-08T05:00:00,12.97
174,2,2023-05-08T06:00:00,12.97
175,2,2023-05-08T07:00:00,12.94
176,2,2023-05-08T08:00:00,13.12
177,2,2023-05-08T09:00:00,13.57
178,2,2023-05-08T10:00:00,14.7
179,2,2023-05-08T11:00:00,15.84
180,2,2023-05-08T12:00:00,16.6
181,2,2023-05-08T13:00:00,17.03
182,2,2023-05-08T14:00:00,17.03
183,2,2023-05-08T15:00:00,17.21
184,2,2023-05-08T16:00:00,16.61
185,2,2023-05-08T17:00:00,15.91
186,2,2023-05-08T18:00:00,15.39
187,2,2023-05-08T19:00:00,15.05
188,2,2023-05-08T20:00:00,14.58
189,2,2023-05-08T21:00:00,13.96
190,2,2023-05-08T22:00:00,13.63
191,2,2023-05-08T23:00:00,13.41
192,2,2023-05-09T00:00:00,13.27
193,2,2023-05-09T01:00:00,13.2
194,2,2023-05-09T02:00:00,13.14
195,2,2023-05-09T03:00:00,13.01
196,2,2023-05-09T04:00:00,13.34
197,2,2023-05-09T05:00:00,13.56
198,2,2023-05-09T06:00:00,13.47
199,2,2023-05-09T07:00:00,13.75
